﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:3tYOKwQBtYebD0XPbY2vQ6","Riders On the Storm","Yonderboi","Shallow and Profound","1","12","259106","spotify:user:yaydevally","2017-01-04T12:48:48Z"
"spotify:track:1a9F0TEZ5fO4yWj0g9wojX","Before You Snap","Yonderboi","Splendid Isolation","1","12","389720","spotify:user:yaydevally","2017-01-04T12:51:52Z"
"spotify:track:2XHqEaRn6FeyFhbdXlC0d9","Night Over Manaus","Boozoo Bajou","Satta","1","3","380426","spotify:user:yaydevally","2017-01-04T12:57:29Z"
"spotify:track:5yUL3D9calFfwH4cFMWjqE","Meister Petz","Peace Orchestra","Peace Orchestra","1","2","376173","spotify:user:yaydevally","2017-01-04T13:16:47Z"
"spotify:track:5jdM6EOgm3YeOF0eG2kumW","Camioux","Boozoo Bajou","Satta","1","2","332000","spotify:user:yaydevally","2017-01-04T13:18:21Z"
"spotify:track:0fwLeS2VprQFyPC754aFen","Double Drums","Peace Orchestra","Peace Orchestra","1","3","562906","spotify:user:yaydevally","2017-01-04T13:19:52Z"
"spotify:track:76umawnj557DheYf30qGz7","The Mambo Craze","De-Phazz","Naive","1","3","203653","spotify:user:yaydevally","2017-01-04T13:25:22Z"
"spotify:track:2VGRetOz26aQ7cSRnSrflr","Ohne Chanteuse","Yonderboi","Shallow and Profound","1","5","208733","spotify:user:yaydevally","2017-01-04T13:26:45Z"
"spotify:track:5JCvHixv7Cy8BvIvFm0zA7","Busenfreund","Tosca","Suzuki","1","5","316360","spotify:user:yaydevally","2017-01-04T13:27:49Z"
"spotify:track:3CBly5ZALoTIjFWoizGcU7","Flow","Ramzoid","Universe","1","3","240000","spotify:user:yaydevally","2017-01-04T14:34:28Z"
"spotify:track:5srUtfvv4rg6rcIdR13UHc","Turtle - Bonobo Mix","Pilote, Bonobo","One Offs Remixes and B Sides","1","1","310493","spotify:user:yaydevally","2017-01-04T14:48:29Z"
"spotify:track:02IVLDmty71LDgxPr24WZZ","The Plug - Quantic Mix","Bonobo, Quantic","One Offs Remixes and B Sides","1","3","374000","spotify:user:yaydevally","2017-01-04T14:48:53Z"
"spotify:track:4xzxIfngK1a5AAE2AOGHUC","Dismantling Frank","Bonobo","One Offs Remixes and B Sides","1","4","307733","spotify:user:yaydevally","2017-01-04T14:49:02Z"
"spotify:track:3eW7lspKJEieCXXbGphyLh","Dinosaurs - Jon Kennedy Mix","Bonobo, Jon Kennedy","One Offs Remixes and B Sides","1","5","248293","spotify:user:yaydevally","2017-01-04T14:49:14Z"
"spotify:track:2AxddyFnFxcsTc4XYPmSl7","The Shark","Bonobo","One Offs Remixes and B Sides","1","7","296040","spotify:user:yaydevally","2017-01-04T14:49:27Z"
"spotify:track:0ttQ1dtmt0m6mg35QS8it3","Scuba","Bonobo","One Offs Remixes and B Sides","1","11","262573","spotify:user:yaydevally","2017-01-04T14:49:53Z"
"spotify:track:7pObrUcAMBxFkODlwUEhny","Deep Ocean (feat. Mr Day)","Patchworks, Mr Day","Early Recordings","1","4","247240","spotify:user:yaydevally","2017-01-04T15:23:51Z"
"spotify:track:7HN2NxF0r8w9cQ0xZWTSKo","And I Love Him - Remix","LTJ X-Perience","When the Rain Begins to Fall","1","7","347040","spotify:user:yaydevally","2017-01-04T15:25:44Z"
"spotify:track:1wPonX794TqDNZQtV3FuNl","Ocean Beach (Cybophonia Cinematic Remix) [Bonus Track] - Remastered","Black Mighty Orchestra, Cybophonia","To the Sky (Remastered Including Bonus Tracks)","1","1","525453","spotify:user:yaydevally","2017-01-04T15:27:40Z"
"spotify:track:6KqrR6BEYybKciXhEVEmDE","Dundadeova","Dzihan & Kamien","Gran Riserva","1","9","260519","spotify:user:yaydevally","2017-01-04T15:31:33Z"
"spotify:track:4St5Np8Grz7dwjLRUU2FKF","Bar Rumba","Mo' Horizons","Come Touch The Sun","1","2","354346","spotify:user:yaydevally","2017-01-04T15:34:59Z"
"spotify:track:2xvjLl9kyxEbliMo4T7HeG","Rolf Royce feat. Stephan Graf Hadik Wildner","Tosca","Dehli 9","1","8","347666","spotify:user:yaydevally","2017-01-04T15:36:40Z"
"spotify:track:4vyLcnuVAwrLOf46w5FrjB","'75 aka Stay With You","Lemon Jelly","'64-'95","1","7","371506","spotify:user:yaydevally","2017-01-04T15:45:52Z"
"spotify:track:0yftcs2gs8LMwMIM6ndlOl","Special Re: Quest","Daedelus","Labyrinths","1","3","214676","spotify:user:yaydevally","2017-01-04T15:50:03Z"
"spotify:track:5R8MrytcH0EKLcfKICLaF3","Can't Get Used To Those (Kosi Edit) | Ohara - mixed","Dimlite, Efdemin, DJ Koze","DJ-Kicks (DJ Koze) [Mixed Tracks]","1","2","160853","spotify:user:yaydevally","2017-01-04T15:50:27Z"
"spotify:track:191Q7Sr6cBoUwu4VSnIKdN","Murder Man","Mophono, The Gaslamp Killer","Murder Man","1","1","274053","spotify:user:yaydevally","2017-01-04T15:50:58Z"
"spotify:track:4sHYePLbbXodqgms45zWcn","Hang Em High","Glen Porter","Open Road And The Smell Of Blood","1","5","316471","spotify:user:yaydevally","2017-01-04T15:54:29Z"
"spotify:track:5JPKioII5sJeTJ39O2wf1P","Yours","Glen Porter","Falling Down","1","14","227200","spotify:user:yaydevally","2017-01-04T15:56:49Z"
"spotify:track:0BUVtpzVff9lobMwsnOmnW","Ginger Jumps The Fence","The Herbaliser","Herbal Tonic (Best Of)","1","14","311200","spotify:user:yaydevally","2017-01-04T15:57:08Z"
"spotify:track:39dyzQY5oqZntBiyG5DRAD","Ranjia - Jon Kennedy Remix","Hugo Kant","Another Point Of Mix I","1","2","331875","spotify:user:yaydevally","2017-01-04T15:57:36Z"
"spotify:track:1iZ4HSVLsT52n7u2fvK5x4","Anti Pop Song","Ancient Astronauts","Into Bass and Time","1","5","301520","spotify:user:yaydevally","2017-01-04T15:59:09Z"
"spotify:track:7J6u9cYbNLHGwf71nmYlB2","Tinseltown - Instrumental","Blockhead","Dour Candy - The Instrumentals","1","8","196363","spotify:user:yaydevally","2017-01-04T16:00:57Z"
"spotify:track:3qfEM0PYx6xtJpr7qP5wx0","Afrodizzyact","Ancient Astronauts","Best of 2001 - 2011","1","4","217133","spotify:user:yaydevally","2017-01-04T16:01:08Z"
"spotify:track:6GTCpHHt6tpFQ5THY9COAq","6813","Glen Porter","Blessed By a Young Death","1","15","179746","spotify:user:yaydevally","2017-01-04T16:01:53Z"
"spotify:track:7iTynDZjV1fb4Me8Im0CIR","Jet Lag","Dirty Art Club","Heavy Starch","1","15","136364","spotify:user:yaydevally","2017-01-04T16:03:24Z"
"spotify:track:4xEIrUbZn1ySRuFbVv6dl9","Vines","Emancipator","Safe In the Steep Cliffs","1","11","278026","spotify:user:yaydevally","2017-01-04T16:11:45Z"
"spotify:track:0XIR6NgMKekKW4nsGLTRIE","Safe in the Steep Cliffs","Emancipator","Safe In the Steep Cliffs","1","14","288626","spotify:user:yaydevally","2017-01-04T16:12:18Z"
"spotify:track:37VL1zDyWyPyRRnKV0sXVR","Valhalla (Nkla Remix)","Emancipator","Dusk to Dawn Remixes","1","5","329373","spotify:user:yaydevally","2017-01-04T16:13:27Z"
"spotify:track:7syNfj0fj6k0aIuVkbhgkS","The Way (Tor Remix)","Emancipator","Dusk to Dawn Remixes","1","6","209360","spotify:user:yaydevally","2017-01-04T16:13:37Z"
"spotify:track:7BUtFHQoH9ymNtLYFcnFP0","Outlaw (Lapa Remix)","Emancipator","Dusk to Dawn Remixes","1","7","320426","spotify:user:yaydevally","2017-01-04T16:13:46Z"
"spotify:track:2SPTGg9SC5MT1FwNX4IYfx","Greenland","Emancipator","Safe In the Steep Cliffs","1","1","191066","spotify:user:yaydevally","2017-01-04T16:15:01Z"
"spotify:track:31iorPAdbKMTxkTKqHxYk2","Tongue","Edamame","Ochre","1","2","194666","spotify:user:yaydevally","2017-01-04T16:16:25Z"
"spotify:track:2JsZsC5SUWrJ7z1DwfxsGM","Loop Theory","Tor","Blue Book","1","3","213021","spotify:user:yaydevally","2017-01-04T16:17:20Z"
"spotify:track:0Ps8AodaCQTHIcjos7jl4j","Raindrop","Tristan De Liege, Lapa","The Diver","1","1","270024","spotify:user:yaydevally","2017-01-04T16:17:35Z"
"spotify:track:450GENbh1Sx23ZtPeVsDkZ","The Unwatched Bird","Nym","Convex","1","4","257720","spotify:user:yaydevally","2017-01-04T16:19:02Z"
"spotify:track:0X3JQKHSbS7dt6pjSr1tEY","Glass & Stone","Tor","Drum Therapy","1","1","282833","spotify:user:yaydevally","2017-01-04T16:19:25Z"
"spotify:track:4IVUZb4mvMG772PKIb9D5b","Roadwalk","Lapa","Meeting of the Waters","1","6","281266","spotify:user:yaydevally","2017-01-04T16:19:58Z"
"spotify:track:53yeem2EczxKmMqHXqMVbE","Colorful - Original","Sigurt","Colorful","1","1","347250","spotify:user:yaydevally","2017-01-10T16:59:22Z"
"spotify:track:76IXqxkWH7hB8pTC99mcCH","Friday Fish Fry - Maribou State & Pedestrian Remix - Extended Dub","Kelis","Friday Fish Fry","1","6","330553","spotify:user:yaydevally","2017-01-10T17:05:02Z"
"spotify:track:3fNxE3Hg47056GbOjZ58uu","Nocturne","Inofaith","Dawn is Late","1","4","432000","spotify:user:yaydevally","2017-01-10T17:12:48Z"
"spotify:track:3yx0HBimbzZpOrcEEj5Mt4","Where I Belong","Moods","Another Point of View","1","2","134511","spotify:user:yaydevally","2017-01-10T17:18:25Z"
"spotify:track:3NPkBVbnZPtYG5dA0j3BFW","It's Just A Playground","Dday One","Heavy Migration","1","12","252640","spotify:user:yaydevally","2017-01-10T17:42:13Z"
"spotify:track:4EGZxaSGEQybG9c5iXLDvm","Teacups","Sorceress","Dose","1","3","206828","spotify:user:yaydevally","2017-01-10T17:42:26Z"
"spotify:track:0gkVD2tr14wCfJhqhdE94L","CLOCK","Plaid","The Digging Remedy","1","3","264000","spotify:user:yaydevally","2017-01-10T17:48:16Z"
"spotify:track:5fYmgKoQSC1RiyxWxE13Yu","Before - Herbert Remix","Dzihan & Kamien","Refreaked","1","1","461296","spotify:user:yaydevally","2017-01-10T17:51:17Z"
"spotify:track:5ZFHbSV8M7iLeEct7jVeF6","The Sound You Hear","The Wiseguys","Executive Suite","1","3","328466","spotify:user:yaydevally","2017-01-10T18:09:02Z"
"spotify:track:2iAdpoe6V6tJ3Q83djC9Wz","Whirlwound","Kelpe","Ex-Aquarium","1","2","279346","spotify:user:yaydevally","2017-01-10T18:27:12Z"
"spotify:track:6fjpYlRDIluGH0sy9fzkJI","Turn Around (feat. Iva Lamkum) - TM Juke Remix","Sola Rosa, Iva Lamkum","Get It Together Remixed","1","6","214080","spotify:user:yaydevally","2017-01-18T18:14:31Z"
"spotify:track:3ZB4h7rWKKIMC06EzFiuE9","Shoulder Kiss","Freddie Joachim","Study Guide","1","10","156106","spotify:user:yaydevally","2017-01-18T13:09:34Z"
"spotify:track:1iJokym0IhZ4bI1I0MnyZj","Ms. Yutani","Boogie Belgique","Time For A Boogie","1","10","240576","spotify:user:yaydevally","2017-01-18T18:23:56Z"
"spotify:track:4GroumsjzAcgCwJzTGY7px","Ontario","Bonobo","Migration","1","9","232549","spotify:user:yaydevally","2017-01-19T19:21:53Z"
"spotify:track:2WogLstp6T428MBgdDVQeg","What's The Use","Lorn","Nothing Else","1","12","151874","spotify:user:yaydevally","2017-01-19T16:23:22Z"
"spotify:track:7kdWpOChR7fgO0I6SJOu32","Thoughts Being Remixed","Cmy","Kim Zonk Funk","1","2","205613","spotify:user:yaydevally","2017-01-22T18:23:30Z"
"spotify:track:1vizcD4DXw4XxHpM5snioq","Next On The Agenda","Cmy","Kim Zonk Funk","1","16","194409","spotify:user:yaydevally","2017-01-22T18:43:36Z"
"spotify:track:5kNylCZROyCVQyuVYa2bxG","Get Your Gun","The New Law","The Fifty Year Storm","1","3","382952","spotify:user:yaydevally","2017-01-22T18:48:11Z"
"spotify:track:6wbHUPnQwYc1SV3I0VkY20","Opium Den","The New Law","The Fifty Year Storm","1","7","433390","spotify:user:yaydevally","2017-01-22T18:49:11Z"
"spotify:track:4igD1lBmc020Qij6LLY8vf","Dead Men Tell No Tales","The New Law","The Fifty Year Storm","1","2","362067","spotify:user:yaydevally","2017-01-22T18:51:21Z"
"spotify:track:5TljfM7KFvjXOu8RKnS8rc","Deltitnu","Aydio","Nonentity","1","4","273252","spotify:user:yaydevally","2017-01-22T18:52:58Z"
"spotify:track:6sYaUqXFlkGgWrQaFFPuXb","Whir","Affelaye","Thirsts","1","1","395409","spotify:user:yaydevally","2017-01-22T19:04:06Z"
"spotify:track:6APBnfCBZmyJKaocgPY6MX","Letter","Yosi Horikawa","Wandering","1","3","263402","spotify:user:yaydevally","2017-01-22T19:04:46Z"
"spotify:track:2uwjvhULntsSu4XQ39pwgv","Photosynthesis (Gaudi remix)","Carbon Based Lifeforms, Gaudi","Photosynthesis Remixes","1","3","479437","spotify:user:yaydevally","2017-01-22T19:07:38Z"
"spotify:track:3SLY46IHOpPQRK8vvOvSTs","Honest - Jazzanova Remix","Nuspirit Helsinki","Honest (Jazzanova Remix) / Seis Por Ocho","1","1","490483","spotify:user:yaydevally","2017-01-22T19:37:10Z"
"spotify:track:44NQbjBxkkAJFGB9EQxhRI","The Flying Nun","9 Lazy 9","Sweet Jones","1","11","182853","spotify:user:yaydevally","2017-01-22T19:42:04Z"
"spotify:track:14pAFknejC3mAM2oKDHjCw","7eme Souffle","Liléa Narrative","Feline Boulevard","1","1","263444","spotify:user:yaydevally","2017-01-22T19:42:29Z"
"spotify:track:4GVlrBucSvlRKIUq1pgp4D","Raindrops","Stylust Beats, Of The Trees, Perkulat0r","Heatrocks","1","12","204000","spotify:user:yaydevally","2017-01-22T19:46:49Z"
"spotify:track:1GYVFolrzA1ZWirojv1FNM","A Tune for Jack","Lemon Jelly","Lemon Jelly.ky","1","3","405866","spotify:user:yaydevally","2017-01-22T19:53:12Z"
"spotify:track:2wlDu7ce8oUIODlPoLzVI7","Western Digital","Liar","Spirewards","1","1","323798","spotify:user:yaydevally","2017-01-22T20:05:47Z"
"spotify:track:2haroc0Zr5WxFlzUq8oYKy","Faze","Lower Spectrum","New Haze","1","5","289063","spotify:user:yaydevally","2017-01-22T20:06:53Z"
"spotify:track:489KnNxw8xboGox6wjJx33","Masquerade - Rioux Remix","Lower Spectrum, Rioux","Inverse EP","1","2","425322","spotify:user:yaydevally","2017-01-22T20:12:44Z"
"spotify:track:2bbuZxFyhmRyNWW654udoS","Icy Heartthrob","Kamandi","Sicklove Paradise","1","2","216058","spotify:user:yaydevally","2017-01-22T20:13:06Z"
"spotify:track:6JruGF8KKmQgqoO0oRb8pa","Embryo","Clubroot","Clubroot","1","2","440373","spotify:user:yaydevally","2017-01-22T20:24:38Z"
"spotify:track:3RLYmGWrMfu9hal0QyXpe1","7700M - Original Mix","Ishome","Eva","1","3","412198","spotify:user:yaydevally","2017-01-22T20:33:38Z"
"spotify:track:6Ib65lxw1v02tzGqdJkVsV","Phosphorus","Alex Banks","Illuminate","1","6","356252","spotify:user:yaydevally","2017-01-30T09:34:37Z"
"spotify:track:35FrTrB3SRaSuz94x9SxRD","Sun Burn","Dirty Art Club","Vermilion","1","2","158929","spotify:user:yaydevally","2017-02-05T06:10:19Z"
"spotify:track:3rcomBFoOElI47mrfeFyZj","Le Vent","Borka","What Sticks","1","2","173213","spotify:user:yaydevally","2017-02-21T08:54:07Z"
"spotify:track:0hNlr56UPvigGSyCVdAOMi","The Ginning","Stavroz","The Ginning","1","1","391993","spotify:user:yaydevally","2017-02-21T09:06:06Z"
"spotify:track:6tumJxsgvYRUEZMmfVtD7r","Turning on the Large Hadron Collider","Neat Beats","Cosmic Surgery","1","6","234947","spotify:user:yaydevally","2017-02-21T09:13:21Z"
"spotify:track:4ncFRft2xEs4kanULQjaOz","Lyk U Use 2 (feat. Andres)","Moodymann, Andres","Moodymann","1","6","343000","spotify:user:yaydevally","2017-02-21T09:20:24Z"
"spotify:track:1vMrhsVcrByysJf0ru2SqL","Gumball Machine Weekend","Yppah","They Know What Ghost Know","1","2","239533","spotify:user:yaydevally","2017-02-21T09:20:35Z"
"spotify:track:1bfTnChl4DgHEbk4M246eb","Cellphone Dub","International Observer","Heard","1","8","320786","spotify:user:yaydevally","2017-02-21T09:46:01Z"
"spotify:track:55eQKag8ByTvFdzJbI8KqL","After Rain","Nuage","Mirrors","1","1","293683","spotify:user:yaydevally","2017-03-10T06:53:30Z"
"spotify:track:3jFGX7SScFOT7cQLqOkgbT","Mbira Beat","GoldFish","Caught in the loop","1","4","302706","spotify:user:yaydevally","2017-03-10T06:53:39Z"
"spotify:track:3dtRGEPe3u1FzzxvtRWRgX","Not So Blue","Quantic","Apricot Morning","1","10","306733","spotify:user:yaydevally","2017-03-10T07:24:21Z"
"spotify:track:4KhDutIAPc7Z1DdHoKO4OW","Falling Through The Wall","Werkha","Colours Of A Red Brick Raft","1","3","249973","spotify:user:yaydevally","2017-03-21T11:32:31Z"
"spotify:track:3Rc5wYoXwgQDB6X5t87AXa","Till The End","A Forest Mighty Black","Mellowdramatic","1","10","204373","spotify:user:yaydevally","2017-03-28T07:46:50Z"
"spotify:track:4qbH4LTOL386Xfb0LFGO3t","Jungle Affair - The Soul Session Remix","Mo' Horizons, The Soul Session","The Banana Remixes","1","3","339073","spotify:user:yaydevally","2017-03-28T08:29:50Z"
"spotify:track:1uj2r7VnPAYkZexbxUc22c","I Love U, Pt. 1","Panthurr","I Love U","1","1","85000","spotify:user:yaydevally","2017-03-28T08:55:53Z"
"spotify:track:3F45nGBAvttOZfmMAbr4fX","Past the Margin","Jesse James","Monochrome Skies (The Instrumentals)","1","5","282149","spotify:user:yaydevally","2017-03-28T09:45:15Z"
"spotify:track:4OnBoAdcOLjmRjle7VYE60","We Back Now","Jesse James","Monochrome Skies (The Instrumentals)","1","2","238702","spotify:user:yaydevally","2017-03-28T09:45:42Z"
"spotify:track:2E3UTKrpqBO8eL8SCgiUo6","Dope Fiendz","Jesse James","Monochrome Skies (The Instrumentals)","1","3","279069","spotify:user:yaydevally","2017-03-28T09:45:56Z"
"spotify:track:33L8FtTOiAlhrVk31VpAyU","Here We Go Again","Jesse James","Monochrome Skies (The Instrumentals)","1","4","233472","spotify:user:yaydevally","2017-03-28T09:51:02Z"
"spotify:track:24wKAjzIK9EbboCOpUr0Pr","Rainy Dayz","Jesse James","Monochrome Skies (The Instrumentals)","1","7","263457","spotify:user:yaydevally","2017-03-28T09:59:43Z"
"spotify:track:3S1PsNjFaKLqJl59uUfKGT","Brainstorm","Jesse James","Monochrome Skies (The Instrumentals)","1","8","257079","spotify:user:yaydevally","2017-03-28T18:47:06Z"
"spotify:track:1aHDLmfXmFmDn1ST9oehcj","Why Not","Jesse James","Monochrome Skies (The Instrumentals)","1","15","276058","spotify:user:yaydevally","2017-03-28T18:48:35Z"
"spotify:track:3cwOPJzYmfA2tKX43rGxrj","Hot Jazzybelle","KAYTRANADA","Kaytra to Do","1","3","210784","spotify:user:yaydevally","2017-04-04T10:49:24Z"
"spotify:track:6NsbTFms0b0QeGAR24UWuW","Don't You Mind","Thrupence","Lessons","1","3","167834","spotify:user:yaydevally","2017-04-04T10:49:45Z"
"spotify:track:2xoXEO57FR2HrCearsQ82p","Away With Me","SpectraSoul, Tamara Blessa","Delay No More","1","7","266665","spotify:user:yaydevally","2017-04-04T10:52:42Z"
"spotify:track:2rdr8VQ1NPnoQLKfqEPFgl","The Hardest","Gasoline","Journey Into Abstract Hip Hop","1","2","242466","spotify:user:yaydevally","2017-04-04T10:54:57Z"
"spotify:track:2ycxKZ0HvoSPDbMWHvqztk","Memento","Omega One","The Lo-Fi Chronicles","1","3","229826","spotify:user:yaydevally","2017-04-04T10:55:29Z"
"spotify:track:1EcsJ8rFEOQDX5WSP0XdYC","Time Won't Tell","El-P","Weareallgoingtoburninhellmegamixxx3","1","6","176555","spotify:user:yaydevally","2017-04-18T10:13:50Z"
"spotify:track:3iJdQvKmo7ZKb5WdFi2UwC","Tears, Sand & Thorns","Mo Kolours, Jonwayne","Tears, Sand & Thorns (feat. Jonwayne)","1","1","224000","spotify:user:yaydevally","2017-04-18T10:24:24Z"
"spotify:track:3pDA36HLnMpU4zQBodX33d","Lucifer - Instrumental","Kev Brown","Brown Album Instrumentals","1","5","194089","spotify:user:yaydevally","2017-04-18T14:37:53Z"
"spotify:track:242lkn0gVE1pDg23b5FXzB","Didn't I (Guts Remix)","Darondo, Guts","Didn't I - EP","1","1","234426","spotify:user:yaydevally","2017-04-18T14:41:21Z"
"spotify:track:1ol1bXjAEEkNcb4xMJf0pK","My Scene - Instrumental","Leaf Dog","My Scene","1","2","157411","spotify:user:yaydevally","2017-04-18T14:51:34Z"
"spotify:track:11JFqgjgX4c3SEpnfTIgwh","Kingston","Ayatollah","Now Playing","1","5","163866","spotify:user:yaydevally","2017-04-18T18:21:31Z"
"spotify:track:7lyRa4Q6uCapI22mSbr5BT","Follow Me","Red Astaire","Nuggets for the Needy","1","1","282293","spotify:user:yaydevally","2017-04-18T18:26:19Z"
"spotify:track:2eGFixlUmSK3Yei80riTVe","Wake Up This Day","Tom Misch, Jordan Rakei","Beat Tape 2","1","5","229238","spotify:user:yaydevally","2017-04-23T11:56:30Z"
"spotify:track:04KsMCb9PZE2S0AtUU8Jhb","April Showers","Proleter","Curses from Past Times EP","1","1","275751","spotify:user:yaydevally","2017-04-23T12:00:45Z"
"spotify:track:4dsuow1fZgS4jUTdIQS6A5","I Need You Baby","Jesse James","The Big Bad Bay Area","1","1","201091","spotify:user:yaydevally","2017-04-23T12:04:03Z"
"spotify:track:7mXWtsSnIPMeUdAc3yCLmM","Rooftop Serenade - Original Mix","Anitek","Calm & Collect Vol. 3","1","1","195048","spotify:user:yaydevally","2017-05-04T07:19:34Z"
"spotify:track:3qvnal5QKBLH1Y083RVbiV","Mind Body and Soul","Mark Rae","Into the Depths","1","2","241906","spotify:user:yaydevally","2017-05-04T07:50:13Z"
"spotify:track:7miprZPQvjtfXd4Dg9yW25","Wartemarke","Flatpocket","Geldfundphantasyen","1","3","119048","spotify:user:yaydevally","2017-05-04T07:59:10Z"
"spotify:track:5n6C1qWyHrLada3FIpFD6A","Sofortrente","Flatpocket","Geldfundphantasyen","1","5","175546","spotify:user:yaydevally","2017-05-04T18:53:01Z"
"spotify:track:1kqwNPB5k7qP31d9IGJpbo","Nomoneynohoney","Flatpocket","Geldfundphantasyen","1","2","53084","spotify:user:yaydevally","2017-05-04T18:53:25Z"
"spotify:track:3RLIOozblKq4DqTkSUrWYD","Ghettos Worldwide","digitalluc","waitwait","1","6","172477","spotify:user:yaydevally","2017-05-11T11:15:25Z"
"spotify:track:4IFmWDAmI8tbOR5coe2F4k","Insomnia","Pete Philly, Perquisite","MINDSTATE","1","3","190778","spotify:user:yaydevally","2017-05-11T11:17:03Z"
"spotify:track:2mdUa4MudzXXG8o6meNq44","Heart Beat","Scratch Bandits Crew","31 Novembre","1","2","188466","spotify:user:yaydevally","2017-05-11T12:34:01Z"
"spotify:track:6iy9qv8j9iPnzd0MnbBNG2","Home","Benny Tones, Joe Dukie","Chrysalis","1","4","238480","spotify:user:yaydevally","2017-05-11T13:14:20Z"
"spotify:track:5vZ6WOx1bQM9N6CVDO4OKl","The Jazzz","Mr.Troy","Clear","1","4","107822","spotify:user:yaydevally","2017-05-18T10:10:06Z"
"spotify:track:5RLu3kJ1FzyXfhwxkx7lSw","Compass","Wun Two, CoryaYo","Waves","1","20","99726","spotify:user:yaydevally","2017-05-18T10:13:58Z"
"spotify:track:2pZgm670lDGJJPE9sVy6DF","Milt","Philanthrope","IWYMI Volume Nine","1","2","155556","spotify:user:yaydevally","2017-05-18T10:15:02Z"
"spotify:track:7pfp4mfwsoiHRPPSTna2hb","All We Are","Arts The Beatdoctor","Lost Track of Time; Unreleased 2002-2012","1","1","244282","spotify:user:yaydevally","2017-05-18T10:16:28Z"
"spotify:track:443mp6N9v6HSzMkWOIOuCD","From Heritage","Dday One","Heavy Migration","1","2","287626","spotify:user:yaydevally","2017-05-26T11:40:15Z"
"spotify:track:3sbGGW0bq6HgJQq8eNZhCm","Fly Me T' The Moon","Dibia$E","Sound Palace","1","14","134013","spotify:user:yaydevally","2017-05-29T11:35:03Z"
"spotify:track:2bZs6ovGK4pVkE6H3FjRwt","At Ease","Mr.Troy","T.A.P.E.","1","1","158376","spotify:user:yaydevally","2017-05-29T11:37:58Z"
"spotify:track:4F9qZ3PxXG9qKGtrrelZaB","In My Mind - Reprise","Lenzman, IAMDDB","Earth Tones","1","8","204332","spotify:user:yaydevally","2017-05-29T11:40:54Z"
"spotify:track:5DvPOS2OjuRPeMN4sfJ92A","Blending Quality","Arts The Beatdoctor","Transitions","1","1","235906","spotify:user:yaydevally","2017-05-29T11:43:54Z"
"spotify:track:5l2PMgMfAZpA9pQXL7GRJ1","You, Me, Here, Now","Detroit Swindle","Boxed Out","1","13","293836","spotify:user:yaydevally","2017-05-29T11:44:59Z"
"spotify:track:7BxCxFryZZaVRsIBxXWH1w","Addicted","Iman Omari","High-Loops & Higher-Loops","1","1","141143","spotify:user:yaydevally","2017-05-29T11:52:19Z"
"spotify:track:5uz6uyLSIFbYYcOLAlHaPP","More to Life (Ominous) (feat. Alex Watson, Ricky Ranking & Sincere)","Border Crossing, Alex Watson, Ricky Ranking, Sincere","Ominous","1","2","201559","spotify:user:yaydevally","2017-05-29T11:53:11Z"
"spotify:track:6xPDj42lEk8lNYWZBhIKfU","Yerba Buena Bump","Tommy Guerrero, Marc Capelle","Lifeboats and Follies","1","1","313026","spotify:user:yaydevally","2017-05-29T11:55:57Z"
"spotify:track:3oGqaG8lbdMzw4kgRb0CYz","Places","Shlohmo","Bad Vibes","1","2","302210","spotify:user:yaydevally","2017-05-29T11:56:54Z"
"spotify:track:2O7awM5LNWprnJ01Pp6gB0","Make My Day","Waldeck","Ballroom Stories","1","1","168102","spotify:user:yaydevally","2017-05-29T11:57:59Z"
"spotify:track:1kLIpZnTui4XA7cdlRiGDt","Beach Blanket Blood Bath","Blockhead","Bells and Whistles","1","4","282002","spotify:user:yaydevally","2017-05-29T12:01:08Z"
"spotify:track:0AGrZ05XXYhfXAsP1vnv4N","My Freedom Has No Price","Kognitif","Soul Food","1","3","241056","spotify:user:yaydevally","2017-05-29T12:02:15Z"
"spotify:track:6vQHxIHj6mFAsHgP6F52tf","Ms. Ho","Onra","Chinoiseries pt 2","1","21","116758","spotify:user:yaydevally","2017-05-29T12:03:33Z"
"spotify:track:5056hl2cR0ay3PeGDJD9hN","The Anthem - Unreleased Extended Version","Onra","The Anthem (Extended Version)","1","1","150934","spotify:user:yaydevally","2017-05-29T12:03:53Z"
"spotify:track:3mefxi9dd1jm800w4qGTDB","Head Nod Cartel","Figub Brazlevic","Train Yards","1","4","181395","spotify:user:yaydevally","2017-05-29T12:05:31Z"
"spotify:track:2UcChqCHjyrTAczhVIMBhX","9 Summers Ago","Damu The Fudgemunk","Spare Overtime Re-Inspired","1","12","99573","spotify:user:yaydevally","2017-05-29T12:06:02Z"
"spotify:track:3tGJT7lixGjlTXfwCwMdmY","Two Suns","Tor","Blue Book","1","2","273533","spotify:user:yaydevally","2017-05-29T12:08:19Z"
"spotify:track:5EGJ7e7frJjYja6H4afzoT","Bambro Koyo Ganda","Bonobo, Innov Gnawa","Migration","1","7","302428","spotify:user:yaydevally","2017-05-29T12:08:43Z"
"spotify:track:3vn4bs2yhs4ITd0kfiHnic","Blunted Lapdance","Joe Beats","Falcon By Design","1","8","183520","spotify:user:yaydevally","2017-05-29T12:09:24Z"
